formula,g,i,intensity,name,q
C119H197N36O44S2,5,3,5649,z27,3
C119H197N36O44S2,8,3,2771,z27,3
C119H197N36O44S2,11,3,11698,z27,3
C119H197N36O44S2,12,3,17683,z27,3
C124H205N38O46S2,15,3,11910,z28,3
C127H210N39O48S2,9,3,14992,z29,3
C127H210N39O48S2,10,3,58006,z29,3
C127H210N39O48S2,14,3,25709,z29,3
C133H221N40O49S2,0,3,13079,z30,4
C133H221N40O49S2,1,3,8097,z30,4
C138H229N42O51S2,4,3,602,z31,3
C138H229N42O51S2,9,3,25518,z31,3
C138H229N42O51S2,10,3,20299,z31,3
C138H229N42O51S2,12,3,9501,z31,3
C138H229N42O51S2,13,3,17895,z31,3
C138H229N42O51S2,0,3,32504,z31,4
C138H229N42O51S2,1,3,6477,z31,4
C144H241N44O52S2,0,3,141960,z32,3
C144H241N44O52S2,2,3,89503,z32,3
C144H241N44O52S2,5,3,11710,z32,3
C144H241N44O52S2,6,3,19571,z32,3
C144H241N44O52S2,11,3,25779,z32,3
C144H241N44O52S2,0,3,122940,z32,4
C146H244N45O53S2,0,3,125341,z33,4
C151H251N46O56S2,1,3,30403,z34,3
C151H251N46O56S2,11,3,57116,z34,3
C151H251N46O56S2,0,3,284220,z34,4
C151H251N46O56S2,8,3,50011,z34,4
C151H251N46O56S2,0,3,45662,z34,5
C157H258N49O57S2,0,3,134344,z35,4
C157H258N49O57S2,1,3,44140,z35,4
C157H258N49O57S2,3,3,618,z35,4
C157H258N49O57S2,0,3,45638,z35,5
C161H263N50O60S2,0,3,117820,z36,4
C161H263N50O60S2,1,3,15342,z36,4
C161H263N50O60S2,0,3,31537,z36,5
C161H263N50O60S2,1,3,66751,z36,5
C165H270N51O62S2,0,3,44287,z37,3
C165H270N51O62S2,2,3,22837,z37,3
C165H270N51O62S2,0,3,83545,z37,4
C165H270N51O62S2,3,3,2656,z37,4
C165H270N51O62S2,0,3,67483,z37,5
C165H270N51O62S2,1,3,3213,z37,5
C176H280N53O63S2,0,3,66964,z38,5
C176H280N53O63S2,1,3,24686,z38,5
C184H292N55O66S2,0,3,275993,z40,4
C184H292N55O66S2,2,3,4434,z40,4
C184H292N55O66S2,3,3,3779,z40,4
C184H292N55O66S2,13,3,11434,z40,4
C184H292N55O66S2,0,3,179902,z40,5
C200H319N58O69S2,1,3,14236,z43,5
C209H333N60O73S2,0,3,111632,z45,4
C209H333N60O73S2,1,3,53771,z45,4
C209H333N60O73S2,0,3,267748,z45,5
C209H333N60O73S2,0,3,143686,z45,6
C215H345N62O74S2,0,3,77055,z46,4
C215H345N62O74S2,0,3,85362,z46,5
C215H345N62O74S2,0,3,95134,z46,6
C219H352N63O76S2,0,3,18948,z47,5
C219H352N63O76S2,0,3,62874,z47,6
C219H352N63O76S2,1,3,28983,z47,6
C228H361N64O77S2,0,3,68202,z48,4
C228H361N64O77S2,2,3,18159,z48,4
C228H361N64O77S2,0,3,267057,z48,5
C228H361N64O77S2,5,3,33262,z48,5
C228H361N64O77S2,0,3,210495,z48,6
C228H361N64O77S2,1,3,36674,z48,6
C228H361N64O77S2,2,3,1480,z48,6
C228H361N64O77S2,0,3,20398,z48,7
C228H361N64O77S2,1,3,15852,z48,7
C237H370N65O78S2,0,3,124596,z49,4
C237H370N65O78S2,2,3,21503,z49,4
C237H370N65O78S2,3,3,407,z49,4
C237H370N65O78S2,6,3,39895,z49,4
C237H370N65O78S2,0,3,199134,z49,5
C237H370N65O78S2,1,3,35593,z49,5
C237H370N65O78S2,0,3,279824,z49,6
C237H370N65O78S2,1,3,29225,z49,6
C237H370N65O78S2,0,3,20107,z49,7
C237H370N65O78S2,1,3,2951,z49,7
C242H377N66O81S2,0,3,60121,z50,5
C242H377N66O81S2,1,3,28825,z50,5
C242H377N66O81S2,2,3,14721,z50,5
C242H377N66O81S2,12,3,33220,z50,5
C242H377N66O81S2,0,3,41022,z50,6
C242H377N66O81S2,1,3,24123,z50,6
C242H377N66O81S2,13,3,24308,z50,6
C247H384N67O84S2,1,3,57492,z51,5
C247H384N67O84S2,8,3,153214,z51,5
C247H384N67O84S2,0,3,55819,z51,6
C247H384N67O84S2,1,3,14910,z51,6
C247H384N67O84S2,2,3,13751,z51,6
C253H395N68O85S2,0,3,7132,z52,5
C253H395N68O85S2,1,3,81033,z52,5
C253H395N68O85S2,2,3,116700,z52,5
C253H395N68O85S2,4,3,1019162,z52,5
C253H395N68O85S2,10,3,145071,z52,5
C253H395N68O85S2,13,3,10800,z52,5
C253H395N68O85S2,0,3,36400,z52,6
C253H395N68O85S2,4,3,3034,z52,6
C256H400N69O86S2,5,3,89908,z53,5
C262H412N71O87S2,3,3,17887,z54,5
C262H412N71O87S2,0,3,108306,z54,6
C262H412N71O87S2,0,3,43628,z54,7
C262H412N71O87S2,1,3,12231,z54,7
C267H420N73O89S2,0,3,53605,z55,5
C267H420N73O89S2,1,3,54600,z55,5
C267H420N73O89S2,0,3,68390,z55,6
C267H420N73O89S2,3,3,114138,z55,6
C267H420N73O89S2,0,3,106246,z55,7
C273H432N77O90S2,1,3,32489,z56,5
C273H432N77O90S2,2,3,42643,z56,5
C273H432N77O90S2,6,3,95785,z56,5
C273H432N77O90S2,0,3,72624,z56,6
C273H432N77O90S2,1,3,63336,z56,6
C273H432N77O90S2,5,3,192460,z56,6
C273H432N77O90S2,6,3,182176,z56,6
C273H432N77O90S2,0,3,58015,z56,7
C273H432N77O90S2,1,3,44327,z56,7
C273H432N77O90S2,5,3,200370,z56,7
C273H432N77O90S2,6,3,105561,z56,7
C273H432N77O90S2,0,3,6277,z56,8
C273H432N77O90S2,1,3,40404,z56,8
C279H444N79O91S2,1,3,60644,z57,6
C279H444N79O91S2,2,3,68672,z57,6
C279H444N79O91S2,0,3,18703,z57,7
C279H444N79O91S2,1,3,112641,z57,7
C279H444N79O91S2,1,3,59381,z57,8
C283H449N80O94S2,0,3,71858,z58,5
C283H449N80O94S2,1,3,13194,z58,5
C283H449N80O94S2,0,3,241206,z58,6
C283H449N80O94S2,2,3,32780,z58,6
C283H449N80O94S2,0,3,111588,z58,7
C283H449N80O94S2,1,3,55114,z58,7
C283H449N80O94S2,0,3,61265,z58,8
C283H449N80O94S2,1,3,1838,z58,8
C288H456N81O97S2,0,3,72184,z59,6
C288H456N81O97S2,1,3,10519,z59,6
C288H456N81O97S2,2,3,23507,z59,6
C288H456N81O97S2,0,3,5624,z59,7
C288H456N81O97S2,1,3,100826,z59,7
C293H465N82O98S2,3,3,54660,z60,6
C293H465N82O98S2,1,3,57858,z60,7
C297H470N83O101S2,0,3,82707,z61,6
C297H470N83O101S2,0,3,131830,z61,7
C297H470N83O101S2,1,3,41047,z61,7
C303H482N85O102S2,0,3,67676,z62,6
C303H482N85O102S2,3,3,48142,z62,6
C303H482N85O102S2,0,3,63096,z62,7
C307H487N86O105S2,0,3,73400,z63,6
C313H498N87O106S2,1,3,32359,z64,6
C313H498N87O106S2,0,3,72394,z64,7
C313H498N87O106S2,1,3,28887,z64,8
C319H510N91O107S2,0,3,2619,z65,6
C319H510N91O107S2,1,3,114778,z65,6
C319H510N91O107S2,0,3,171942,z65,7
C319H510N91O107S2,1,3,49015,z65,7
C319H510N91O107S2,2,3,42269,z65,7
C319H510N91O107S2,3,3,4642,z65,7
C319H510N91O107S2,0,3,138055,z65,8
C319H510N91O107S2,2,3,21500,z65,8
C322H515N92O109S2,2,3,54911,z66,6
C322H515N92O109S2,2,3,25317,z66,7
C322H515N92O109S2,0,3,80531,z66,8
C322H515N92O109S2,4,3,436,z66,8
C328H522N95O110S2,0,3,33742,z67,8
C331H527N96O112S2,0,3,84147,z68,7
C331H527N96O112S2,1,3,9094,z68,7
C331H527N96O112S2,3,3,9335,z68,7
C331H527N96O112S2,0,3,119494,z68,8
C337H538N97O113S2,1,3,163930,z69,7
C337H538N97O113S2,2,3,8317,z69,7
C337H538N97O113S2,7,3,11108,z69,7
C337H538N97O113S2,0,3,197615,z69,8
C337H538N97O113S2,1,3,52,z69,8
C337H538N97O113S2,0,3,67358,z69,9
C352H558N99O116S2,0,3,99421,z71,7
C352H558N99O116S2,4,3,12133,z71,7
C352H558N99O116S2,0,3,50363,z71,8
C352H558N99O116S2,2,3,1089,z71,8
C352H558N99O116S2,3,3,30211,z71,8
C352H558N99O116S2,0,3,56752,z71,9
C355H563N100O117S2,1,3,30612,z72,7
C355H563N100O117S2,2,3,30485,z72,8
C360H571N102O119S2,1,3,68321,z73,8
C366H583N106O120S2,4,3,58538,z74,7
C366H583N106O120S2,0,3,54262,z74,8
C366H583N106O120S2,3,3,68362,z74,8
C366H583N106O120S2,0,3,41418,z74,9
C372H590N109O121S2,10,3,75551,z75,8
C378H601N110O122S2,11,3,146334,z76,7
C378H601N110O122S2,2,3,60622,z76,8
C378H601N110O122S2,3,3,136945,z76,8
C378H601N110O122S2,11,3,479575,z76,8
C378H601N110O122S2,2,3,54446,z76,9
C378H601N110O122S2,3,3,99618,z76,9
C378H601N110O122S2,9,3,178227,z76,9
C382H606N111O125S2,0,3,118596,z77,7
C382H606N111O125S2,2,3,23070,z77,7
C382H606N111O125S2,0,3,154755,z77,8
C382H606N111O125S2,1,3,41977,z77,8
C382H606N111O125S2,7,3,20543,z77,8
C382H606N111O125S2,8,3,4562,z77,8
C382H606N111O125S2,11,3,96822,z77,8
C382H606N111O125S2,0,3,130926,z77,9
C396H625N114O132S2,3,3,42511,z80,8
C396H625N114O132S2,0,3,74279,z80,9
C396H625N114O132S2,1,3,101915,z80,9
C396H625N114O132S2,0,3,64206,z80,10
C396H625N114O132S2,5,3,10892,z80,10
C407H643N116O136S2,2,3,86518,z82,8
C407H643N116O136S2,0,3,104062,z82,9
C407H643N116O136S2,1,3,47700,z82,9
C407H643N116O136S2,1,3,49149,z82,10
C421H665N120O140S2,2,3,72534,z85,8
C421H665N120O140S2,0,3,106055,z85,9
C421H665N120O140S2,0,3,116731,z85,10
C446H709N126O146S2,0,3,66861,z90,8
C446H709N126O146S2,3,3,19645,z90,8
C446H709N126O146S2,3,3,45441,z90,9
C446H709N126O146S2,5,3,78721,z90,9
C446H709N126O146S2,2,3,158368,z90,10
C446H709N126O146S2,0,3,68101,z90,11
C450H714N127O149S2,0,3,52537,z91,9
C450H714N127O149S2,1,3,56371,z91,9
C450H714N127O149S2,2,3,63939,z91,9
C450H714N127O149S2,0,3,120755,z91,10
C450H714N127O149S2,4,3,7803,z91,10
C459H730N129O152S2,0,3,28827,z93,8
C459H730N129O152S2,2,3,73215,z93,8
C459H730N129O152S2,0,3,30302,z93,9
C459H730N129O152S2,1,3,52754,z93,9
C459H730N129O152S2,2,3,98896,z93,9
C459H730N129O152S2,0,3,215560,z93,10
C459H730N129O152S2,3,3,31179,z93,10
C459H730N129O152S2,0,3,50984,z93,11
C459H730N129O152S2,1,3,44059,z93,11
C470H740N131O153S2,0,3,95962,z94,9
C470H740N131O153S2,1,3,78106,z94,9
C470H740N131O153S2,4,3,47381,z94,9
C470H740N131O153S2,1,3,27873,z94,10
C470H740N131O153S2,2,3,39216,z94,10
C470H740N131O153S2,4,3,20719,z94,10
C470H740N131O153S2,5,3,77002,z94,10
C470H740N131O153S2,0,3,88141,z94,11
C476H752N135O154S2,1,3,56999,z95,9
C476H752N135O154S2,2,3,61965,z95,9
C476H752N135O154S2,0,3,143710,z95,11
C476H752N135O154S2,7,3,35752,z95,11
C485H761N136O155S2,0,3,55297,z96,9
C485H761N136O155S2,5,3,176709,z96,9
C485H761N136O155S2,0,3,45401,z96,10
C485H761N136O155S2,0,3,85036,z96,11
C485H761N136O155S2,1,3,15377,z96,11
C485H761N136O155S2,0,3,2454,z96,12
C485H761N136O155S2,1,3,75860,z96,12
C491H773N138O156S2,0,3,108724,z97,9
C491H773N138O156S2,0,3,188674,z97,10
C491H773N138O156S2,4,3,133406,z97,10
C491H773N138O156S2,0,3,311218,z97,11
C491H773N138O156S2,0,3,45695,z97,12
C491H773N138O156S2,4,3,16947,z97,12
C493H776N139O157S2,0,3,11008,z98,10
C493H776N139O157S2,1,3,56829,z98,10
C493H776N139O157S2,0,3,37818,z98,11
C502H790N141O160S2,0,3,21409,z100,9
C502H790N141O160S2,1,3,129051,z100,9
C502H790N141O160S2,0,3,120819,z100,10
C502H790N141O160S2,1,3,129399,z100,10
C502H790N141O160S2,2,3,28314,z100,10
C502H790N141O160S2,6,3,6968,z100,10
C502H790N141O160S2,1,3,417322,z100,11
C502H790N141O160S2,5,3,6872,z100,11
C502H790N141O160S2,0,3,95823,z100,12
C502H790N141O160S2,2,3,15209,z100,12
C513H808N143O162S2,9,3,17646,z102,10
C513H808N143O162S2,0,3,33468,z102,11
C519H820N145O163S2,2,3,46229,z103,11
C519H820N145O163S2,4,3,46000,z103,11
C519H820N145O163S2,6,3,20812,z103,11
C519H820N145O163S2,2,3,43676,z103,12
C523H827N146O165S2,3,3,16092,z104,11
C523H827N146O165S2,7,3,362,z104,11
C523H827N146O165S2,0,3,69463,z104,12
C526H832N147O167S2,0,3,95315,z105,10
C526H832N147O167S2,4,3,48533,z105,10
C526H832N147O167S2,0,3,110802,z105,11
C526H832N147O167S2,2,3,39867,z105,11
C526H832N147O167S2,3,3,845,z105,11
C526H832N147O167S2,0,3,137579,z105,12
C532H844N149O168S2,6,3,41646,z106,11
C532H844N149O168S2,0,3,86433,z106,12
C546H862N151O170S2,0,3,164025,z108,11
C549H867N152O172S2,0,3,83969,z109,11
C549H867N152O172S2,3,3,35257,z109,11
C549H867N152O172S2,4,3,61471,z109,11
C549H867N152O172S2,1,3,188877,z109,12
C549H867N152O172S2,0,3,82644,z109,13
C549H867N152O172S2,5,3,20111,z109,13
C580H917N160O184S2,0,3,5328,z116,12
C580H917N160O184S2,2,3,110512,z116,12
C596H941N166O188S2,1,3,3079,z119,12
C596H941N166O188S2,2,3,73549,z119,12
C596H941N166O188S2,0,3,75536,z119,14
C596H941N166O188S2,5,3,7828,z119,14
C608H955N168O192S2,0,3,49563,z121,12
C608H955N168O192S2,3,3,76513,z121,12
C608H955N168O192S2,0,3,17524,z121,13
C608H955N168O192S2,2,3,49463,z121,13
C608H955N168O192S2,3,3,44469,z121,13
C608H955N168O192S2,5,3,3965,z121,13
C612H960N169O195S2,1,3,33392,z122,13
C623H977N172O200S2,6,3,220563,z125,13
C628H984N173O203S2,0,3,47587,z126,14
C646H1006N177O207S2,0,3,50959,z129,13
C646H1006N177O207S2,3,3,76150,z129,13
C646H1006N177O207S2,1,3,80924,z129,14
C668H1044N181O211S2,0,3,100758,z133,13
C668H1044N181O211S2,3,3,22153,z133,13
C668H1044N181O211S2,0,3,74455,z133,15
C674H1056N185O212S2,2,3,74514,z134,15
C685H1073N188O216S2,1,3,254717,z137,14
C685H1073N188O216S2,0,3,87401,z137,15
C685H1073N188O216S2,4,3,36173,z137,15
C685H1073N188O216S2,0,3,60512,z137,16
C685H1073N188O216S2,1,3,20728,z137,16
C699H1094N191O222S2,0,3,76522,z140,14
C699H1094N191O222S2,0,3,48739,z140,16
C699H1094N191O222S2,3,3,22345,z140,16
C710H1113N194O225S2,0,3,100872,z142,14
C710H1113N194O225S2,0,3,32963,z142,15
C715H1122N195O226S3,1,3,53701,z143,15
C715H1122N195O226S3,1,3,69233,z143,16
C715H1122N195O226S3,3,3,25490,z143,16
C721H1134N197O227S3,0,3,28464,z144,15
C721H1134N197O227S3,4,3,90552,z144,15
C721H1134N197O227S3,0,3,81959,z144,16
C721H1134N197O227S3,3,3,16778,z144,16
C729H1146N199O232S3,0,3,79281,z146,15
C729H1146N199O232S3,4,3,23924,z146,15
C735H1158N201O233S3,2,3,60598,z147,17
C744H1172N203O237S3,0,3,96450,z149,14
C744H1172N203O237S3,1,3,126431,z149,15
C744H1172N203O237S3,0,3,180489,z149,16
C744H1172N203O237S3,3,3,1079,z149,16
C746H1175N204O238S3,0,3,68666,z150,14
C746H1175N204O238S3,3,3,63248,z150,14
C746H1175N204O238S3,0,3,89450,z150,15
C746H1175N204O238S3,4,3,114961,z150,15
C746H1175N204O238S3,0,3,172646,z150,16
C746H1175N204O238S3,0,3,99229,z150,17
C746H1175N204O238S3,2,3,22713,z150,17
C765H1208N209O244S5,0,3,203536,z155,15
C765H1208N209O244S5,0,3,132370,z155,16
C765H1208N209O244S5,3,3,124956,z155,16
C765H1208N209O244S5,0,3,259650,z155,17
C765H1208N209O244S5,0,3,93106,z155,18
C767H1211N210O245S5,0,3,240475,z156,14
C767H1211N210O245S5,3,3,3245,z156,14
C767H1211N210O245S5,5,3,95601,z156,14
C767H1211N210O245S5,0,3,242532,z156,15
C767H1211N210O245S5,3,3,17818,z156,15
C767H1211N210O245S5,4,3,223976,z156,15
C767H1211N210O245S5,0,3,427728,z156,16
C767H1211N210O245S5,1,3,411205,z156,16
C767H1211N210O245S5,2,3,224906,z156,16
C767H1211N210O245S5,0,3,1114823,z156,17
C767H1211N210O245S5,1,3,114567,z156,17
C767H1211N210O245S5,0,3,550219,z156,18
C16H30N6O6S1,0,4,65432,c5,1
C16H30N6O6S1,4,4,71295,c5,1
C16H30N6O6S1,16,4,105730,c5,1
C32H56N10O12S2,6,4,15432,c9,2
C32H56N10O12S2,9,4,83440,c9,2
C32H56N10O12S2,15,4,146287,c9,2
C38H68N12O13S2,2,4,74762,c10,2
C52H92N16O19S2,8,4,274290,c13,3
C52H92N16O19S2,10,4,200148,c13,3
C77H134N22O26S3,-1,4,79869,c18,4
C93H158N26O33S3,11,4,102477,c22,5
C18H29N4O10,1,4,5730,z4,1
C18H29N4O10,2,4,7410,z4,1
C18H29N4O10,4,4,13617,z4,1
C18H29N4O10,5,4,5550,z4,1
C18H29N4O10,6,4,5235,z4,1
C18H29N4O10,10,4,28309,z4,1
C18H29N4O10,13,4,23043,z4,1
C33H52N9O14,10,4,52418,z7,2
C37H59N10O16,5,4,336939,z8,2
C37H59N10O16,7,4,86363,z8,2
C55H94N15O19,10,4,38233,z11,3
C55H94N15O19,14,4,47954,z11,3
C57H97N16O20,6,4,99223,z12,3
C57H97N16O20,12,4,34835,z12,3
C74H123N20O27,1,4,77512,z16,4
C116H192N35O43S1,3,4,92333,z26,6
C16H30N6O6S1,0,5,57604,c5,1
C16H30N6O6S1,3,5,40488,c5,1
C16H30N6O6S1,4,5,4706,c5,1
C16H30N6O6S1,6,5,26691,c5,1
C16H30N6O6S1,8,5,21804,c5,1
C16H30N6O6S1,12,5,39519,c5,1
C16H30N6O6S1,14,5,10974,c5,1
C16H30N6O6S1,15,5,4839,c5,1
C16H30N6O6S1,16,5,71738,c5,1
C32H56N10O12S2,9,5,63757,c9,2
C52H92N16O19S2,9,5,254235,c13,3
C52H92N16O19S2,10,5,98071,c13,3
C52H92N16O19S2,12,5,8820,c13,3
C68H120N20O23S3,8,5,71199,c16,4
C91H155N25O32S3,11,5,54851,c21,5
C93H158N26O33S3,2,5,106178,c22,5
C93H158N26O33S3,8,5,47396,c22,5
C115H197N33O37S3,0,5,55940,c26,6
C18H29N4O10,2,5,12846,z4,1
C18H29N4O10,5,5,5127,z4,1
C18H29N4O10,6,5,4979,z4,1
C18H29N4O10,7,5,4693,z4,1
C18H29N4O10,12,5,8211,z4,1
C18H29N4O10,13,5,21923,z4,1
C18H29N4O10,17,5,3771,z4,1
C33H52N9O14,2,5,12250,z7,2
C37H59N10O16,5,5,310999,z8,2
C37H59N10O16,8,5,10643,z8,2
C43H70N11O17,10,5,37342,z9,2
C55H94N15O19,15,5,32558,z11,3
C57H97N16O20,6,5,65074,z12,3
C57H97N16O20,8,5,23257,z12,3
C57H97N16O20,13,5,51593,z12,3
C57H97N16O20,15,5,7385,z12,3
C77H128N21O29,4,5,17236,z17,4
C95H158N27O36,1,5,11241,z21,5
C95H158N27O36,2,5,72986,z21,5
C116H192N35O43S1,3,5,73987,z26,6
C16H30N6O6S1,-1,6,21356,c5,1
C16H30N6O6S1,0,6,13996,c5,1
C16H30N6O6S1,1,6,8513,c5,1
C16H30N6O6S1,4,6,15448,c5,1
C16H30N6O6S1,9,6,15346,c5,1
C16H30N6O6S1,14,6,6590,c5,1
C16H30N6O6S1,16,6,45106,c5,1
C38H68N12O13S2,2,6,40504,c10,2
C52H92N16O19S2,6,6,12818,c13,3
C52H92N16O19S2,8,6,20135,c13,3
C52H92N16O19S2,10,6,235412,c13,3
C52H92N16O19S2,11,6,12336,c13,3
C91H155N25O32S3,5,6,26846,c21,5
C91H155N25O32S3,6,6,30821,c21,5
C18H29N4O10,0,6,10167,z4,1
C18H29N4O10,1,6,6198,z4,1
C18H29N4O10,2,6,9292,z4,1
C18H29N4O10,6,6,5409,z4,1
C18H29N4O10,9,6,5215,z4,1
C18H29N4O10,12,6,19192,z4,1
C18H29N4O10,13,6,10335,z4,1
C37H59N10O16,5,6,244546,z8,2
C55H94N15O19,7,6,116203,z11,3
C55H94N15O19,11,6,18375,z11,3
C57H97N16O20,6,6,46238,z12,3
C57H97N16O20,13,6,36530,z12,3
C57H97N16O20,15,6,4598,z12,3
C57H97N16O20,16,6,13761,z12,3
C62H106N17O21,11,6,199860,z13,3
C77H128N21O29,1,6,124565,z17,4
C77H128N21O29,4,6,13756,z17,4
C77H128N21O29,10,6,51975,z17,4
C116H192N35O43S1,11,6,57762,z26,6
C16H30N6O6S1,-1,7,40980,c5,1
C16H30N6O6S1,0,7,4832,c5,1
C16H30N6O6S1,4,7,28205,c5,1
C16H30N6O6S1,10,7,15799,c5,1
C16H30N6O6S1,14,7,7244,c5,1
C16H30N6O6S1,15,7,5420,c5,1
C16H30N6O6S1,16,7,75146,c5,1
C32H56N10O12S2,2,7,29630,c9,2
C32H56N10O12S2,13,7,110632,c9,2
C38H68N12O13S2,-1,7,57797,c10,2
C38H68N12O13S2,2,7,55085,c10,2
C52H92N16O19S2,8,7,55249,c13,3
C52H92N16O19S2,9,7,284567,c13,3
C52H92N16O19S2,12,7,60835,c13,3
C52H92N16O19S2,15,7,76028,c13,3
C18H29N4O10,4,7,5536,z4,1
C18H29N4O10,5,7,13682,z4,1
C18H29N4O10,6,7,11490,z4,1
C18H29N4O10,13,7,9686,z4,1
C18H29N4O10,18,7,3642,z4,1
C37H59N10O16,8,7,20537,z8,2
C55H94N15O19,4,7,16446,z11,3
C55H94N15O19,5,7,15555,z11,3
C55H94N15O19,7,7,192404,z11,3
C57H97N16O20,15,7,21385,z12,3
C62H106N17O21,12,7,40454,z13,3
C74H123N20O27,12,7,17036,z16,4
C77H128N21O29,4,7,11131,z17,4
C116H192N35O43S1,7,7,18071,z26,6
C16H30N6O6S1,-1,8,42414,c5,1
C16H30N6O6S1,0,8,17026,c5,1
C16H30N6O6S1,3,8,83740,c5,1
C16H30N6O6S1,6,8,13139,c5,1
C16H30N6O6S1,8,8,30645,c5,1
C16H30N6O6S1,11,8,57660,c5,1
C16H30N6O6S1,14,8,7142,c5,1
C16H30N6O6S1,16,8,91712,c5,1
C32H56N10O12S2,9,8,36550,c9,2
C32H56N10O12S2,10,8,15394,c9,2
C38H68N12O13S2,-1,8,59758,c10,2
C38H68N12O13S2,2,8,19422,c10,2
C38H68N12O13S2,3,8,132115,c10,2
C52H92N16O19S2,6,8,32468,c13,3
C52H92N16O19S2,14,8,66512,c13,3
C77H134N22O26S3,13,8,12595,c18,4
C93H158N26O33S3,9,8,28041,c22,5
C115H197N33O37S3,1,8,52079,c26,6
C115H197N33O37S3,10,8,65829,c26,6
C18H29N4O10,5,8,3841,z4,1
C18H29N4O10,7,8,5505,z4,1
C18H29N4O10,12,8,11227,z4,1
C18H29N4O10,13,8,8763,z4,1
C33H52N9O14,12,8,14667,z7,2
C33H52N9O14,13,8,9845,z7,2
C37H59N10O16,5,8,71109,z8,2
C37H59N10O16,6,8,722732,z8,2
C37H59N10O16,12,8,29210,z8,2
C55H94N15O19,10,8,25684,z11,3
C55H94N15O19,16,8,14803,z11,3
C57H97N16O20,6,8,46472,z12,3
C57H97N16O20,15,8,3695,z12,3
C57H97N16O20,16,8,13424,z12,3
C62H106N17O21,11,8,258397,z13,3
C62H106N17O21,15,8,12133,z13,3
C77H128N21O29,4,8,26576,z17,4
C77H128N21O29,10,8,41672,z17,4
C95H158N27O36,12,8,139133,z21,5
C116H192N35O43S1,4,8,29319,z26,6
C16H30N6O6S1,3,9,44382,c5,1
C16H30N6O6S1,4,9,69957,c5,1
C16H30N6O6S1,10,9,13277,c5,1
C16H30N6O6S1,16,9,81685,c5,1
C38H68N12O13S2,2,9,56351,c10,2
C52H92N16O19S2,10,9,127031,c13,3
C52H92N16O19S2,12,9,35764,c13,3
C52H92N16O19S2,13,9,23912,c13,3
C52H92N16O19S2,15,9,92068,c13,3
C68H120N20O23S3,7,9,55565,c16,4
C93H158N26O33S3,-1,9,160091,c22,5
C93H158N26O33S3,1,9,38762,c22,5
C18H29N4O10,1,9,8840,z4,1
C18H29N4O10,2,9,4625,z4,1
C18H29N4O10,12,9,13198,z4,1
C37H59N10O16,5,9,328775,z8,2
C37H59N10O16,8,9,32689,z8,2
C37H59N10O16,13,9,73695,z8,2
C57H97N16O20,1,9,57807,z12,3
C57H97N16O20,2,9,5646,z12,3
C57H97N16O20,13,9,52986,z12,3
C57H97N16O20,16,9,19464,z12,3
C74H123N20O27,11,9,25537,z16,4
C77H128N21O29,4,9,17696,z17,4
C77H128N21O29,10,9,23070,z17,4
C77H128N21O29,11,9,45647,z17,4
C95H158N27O36,13,9,144585,z21,5
C767H1215N211O251P2S5,2,10,59005,,11
C767H1215N211O251P2S5,6,10,44428,,11
C767H1215N211O251P2S5,0,10,38898,,12
C767H1215N211O251P2S5,5,10,91856,,12
C767H1215N211O251P2S5,6,10,15846,,12
C767H1215N211O251P2S5,0,10,28379,,13
C767H1215N211O251P2S5,3,10,95293,,13
C767H1215N211O251P2S5,6,10,89115,,13
C767H1215N211O251P2S5,3,10,121606,,14
C767H1215N211O251P2S5,4,10,23425,,14
C767H1215N211O251P2S5,1,10,32154,,15
C767H1215N211O251P2S5,2,10,45832,,15
C767H1215N211O251P2S5,4,10,7694,,15
C767H1215N211O251P2S5,0,10,7820,,16
C767H1215N211O251P2S5,2,10,57008,,16
C11H21N5O5,0,10,8799,,1
C16H30N6O6S1,0,10,17045,,1
C21H39N7O7S2,-1,10,64787,,1
C21H39N7O7S2,0,10,39067,,1
C23H42N8O8S2,-1,10,1662,,1
C23H42N8O8S2,0,10,81396,,1
C32H56N10O12S2,4,10,4373,,1
C32H56N10O12S2,8,10,303,,1
C38H68N12O13S2,0,10,74222,,1
C43H75N13O16S2,6,10,7093,,1
C46H80N14O18S2,0,10,67273,,1
C46H80N14O18S2,5,10,4720,,1
C46H80N14O18S2,6,10,20421,,1
C46H80N14O18S2,7,10,18513,,1
C46H80N14O18S2,0,10,16703,,2
C52H92N16O19S2,-1,10,2208,,1
C52H92N16O19S2,0,10,31847,,1
C52H92N16O19S2,4,10,9872,,1
C52H92N16O19S2,5,10,5151,,1
C52H92N16O19S2,6,10,4879,,1
C52H92N16O19S2,-1,10,3368,,2
C52H92N16O19S2,0,10,147534,,2
C57H101N17O20S3,8,10,19787,,1
C57H101N17O20S3,0,10,201734,,2
C62H109N19O22S3,5,10,10776,,1
C62H109N19O22S3,6,10,12004,,1
C62H109N19O22S3,7,10,15469,,1
C62H109N19O22S3,0,10,74619,,2
C68H120N20O23S3,0,10,136095,,2
C77H134N22O26S3,-1,10,3195,,2
C77H134N22O26S3,0,10,25367,,2
C77H134N22O26S3,1,10,4026,,2
C77H134N22O26S3,0,10,35878,,3
C82H141N23O29S3,0,10,890,,2
C82H141N23O29S3,1,10,34659,,2
C82H141N23O29S3,6,10,874,,2
C82H141N23O29S3,0,10,21243,,3
C91H155N25O32S3,0,10,16307,,2
C91H155N25O32S3,5,10,12432,,2
C93H158N26O33S3,0,10,103676,,2
